order_id,customer_name,phone,email,city,product,category,amount,quantity,order_date,status,age
ORD-20260479,邓磊,178x503348,zhaomin211@outlook.com,天津,手机充电器65W,电子产品,446.31,5,2026-06-22,待发货,55
ORD-20260480,张伟,18567384680,zhangwei827@qq.com,重庆,手机充电器65W,手机配件,289.57,2,2026-03-09,待发货,35
ORD-20260482,郭涛,1405637988,wangfang452@163.com,西安,USB-C扩展坞,电脑配件,123.56,1,2026-04-30,已完成,50
ORD-20260483,高远,15918162164,liuyang999gmail,长沙,手机充电器65W,电脑配件,71.48,5,2026-02-09,待发货,61
ORD-20260484,梁宇,13353827529,chenjing344@outlook.com,长沙,笔记本电脑支架,手机配件,216.28,-2,2026-10-30,已退款,38
ORD-20260485,曹瑞,17438839191,zhangwei673@163.com,广州,蓝牙耳机Pro,电脑配件,139.49,4,2026-10-03,已退款,56
ORD-20260486,何强,15487207907,zhaomin337@163.com,长沙,机械键盘K8,电子产品,86.22,4,2026-07-05,已退款,41
ORD-20260487,罗浩,15986415823,lina948@163.com,天津,摄像头1080P,电脑配件,148.27,1,2026-02-11,已退款,54
ORD-20260488,彭博,18812082019,yangfan270@outlook.com,杭州,智能手表S1,电子产品,113.48,5,2026-07-18,待发货,62
ORD-20260489,唐亮,17389386833,wangfang740@qq.com,长沙,笔记本电脑支架,办公用品,334.97,2,2026-04-04,已退款,50
ORD-20260491,王芳,15667785785,chenjing102@gmail.com,深圳,USB-C扩展坞,手机配件,199.36,3,2026-11-07,已发货,27
ORD-20260493,朱峰,14747373355,wangfang992@gmail.com,南京,路由器AX6000,手机配件,206.19,5,2026-12-11,待付款,20
ORD-20260494,蒋敏,15484916347,zhangwei972@qq.com,郑州,机械键盘K8,手机配件,131.1,4,2026-05-25,待付款,51
ORD-20260495,韩冰,19284858214,lina40@outlook.com,郑州,摄像头1080P,手机配件,321.85,3,2026-04-29,待付款,58
ORD-20260496,孙悦,15825081699,liuyang430@outlook.com,天津,蓝牙耳机Pro,电子产品,243.11,2,2026-09-05,已取消,61
ORD-20260497,吴鑫,18218160875,chenjing268@gmail.com,青岛,4K显示器27寸,电子产品,117.02,1,2026-06-07,已发货,28
ORD-20260498,曹瑞,17227342988,zhangwei974@qq.com,广州,路由器AX6000,手机配件,184.77,5,2026-04-18,已发货,52
ORD-20260499,唐亮,17754493460,zhaomin963qq,北京,手机充电器65W,电脑配件,129.95,1,2026-04-28,待付款,35
ORD-20260500,邓磊,14646238606,wangfang76outlook,杭州,蓝牙耳机Pro,办公用品,89.38,3,2026-08-06,已完成,47
